Cell ID	Cell X Position	Cell Y Position	Phenotype	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Entire Cell PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Nucleus PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Membrane PD-1 (Opal 540) Mean (Normalized Counts, Total Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Nucleus PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Membrane PD-Ligand-1 (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Confidence
236	105	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
237	85	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
238	75	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
239	65	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
240	5	85	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
241	55	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
242	5	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
243	25	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
244	5	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
245	15	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
246	25	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
247	35	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
248	45	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
249	55	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
250	65	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
251	95	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
252	85	75	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
253	85	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
254	75	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
255	65	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
256	55	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
257	45	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
258	35	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
259	15	65	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
260	35	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
261	5	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
262	15	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
263	45	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
264	55	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
265	65	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
266	75	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
267	55	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
268	45	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
269	105	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
270	115	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
271	35	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
272	25	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
273	15	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
274	5	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
275	105	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
276	65	35	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
277	5	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
278	35	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
279	25	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
280	15	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
281	5	105	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
282	25	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
283	35	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
284	45	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
285	55	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
286	65	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
287	75	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
288	85	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
289	25	115	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
290	25	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
291	15	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
292	5	55	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
293	105	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
294	95	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
295	85	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
296	75	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
297	65	45	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
298	105	95	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
299	5	5	TUMOR	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1
